title,cuisines,reviews,star rating,restaurant serial number,cuisines_melt,cuisines_all
Pichlmaiers zum Herkner,"Austrian, Gastropub",201,4.5,345,cuisine_1,Austrian
Konditorei Oberlaa,"Coffee & Tea, Austrian",426,4.0,346,cuisine_1,Coffee & Tea
La Mia,"Italian, Pizza",276,4.0,347,cuisine_1,Italian
Nguyen's Pho House,"Asian, Vietnamese",341,4.0,348,cuisine_1,Asian
Das Columbus,"Austrian, Bar",395,4.0,349,cuisine_1,Austrian
Zum Schwarzen Kameel,"Austrian, European",1920,4.0,350,cuisine_1,Austrian
L'Osteria Wien am Hauptbahnhof,"Italian, Pizza",500,4.0,351,cuisine_1,Italian
Coconut &Curry,"Japanese, Sushi",111,4.5,352,cuisine_1,Japanese
Velobis,"Austrian, European",110,4.5,353,cuisine_1,Austrian
Meierei im Stadtpark,"Austrian, European",998,4.0,354,cuisine_1,Austrian
Tofu & Chili,"Chinese, Asian",129,4.5,355,cuisine_1,Chinese
Meixners Gastwirtschaft,"Austrian, European",198,4.5,356,cuisine_1,Austrian
"Lisboa Lounge, Dine & Wine","Seafood, Mediterranean",188,4.5,357,cuisine_1,Seafood
Eisvogel,"Austrian, European",671,4.0,358,cuisine_1,Austrian
Danieli,"Italian, Mediterranean",1105,4.0,359,cuisine_1,Italian
Ellas Ouzeri,"Mediterranean, European",180,4.5,360,cuisine_1,Mediterranean
Le Wei Restaurant,"Chinese, Asian",170,4.5,361,cuisine_1,Chinese
Vapiano,"Italian, Bar",844,4.0,362,cuisine_1,Italian
Wiener Grill Haus,"Austrian, Barbecue",160,4.5,363,cuisine_1,Austrian
Bodega Marques,"Mediterranean, European",270,4.0,364,cuisine_1,Mediterranean
Cafe Englaender,"Austrian, Cafe",351,4.0,365,cuisine_1,Austrian
Vis a Vis,"Bars & Pubs, Austrian",82,4.5,366,cuisine_1,Bars & Pubs
Fischrestaurant Kaj,"Seafood, Mediterranean",138,4.5,367,cuisine_1,Seafood
Restaurant Stefanie,"Austrian, European",157,4.5,368,cuisine_1,Austrian
Vikas,"Seafood, Mediterranean",168,4.5,369,cuisine_1,Seafood
Clementine im Glashaus,"European, Central European",363,4.0,370,cuisine_1,European
La Taverna del Duca,"Italian, Mediterranean",231,4.5,371,cuisine_1,Italian
Gasthaus Reinthaler,Austrian,158,4.0,372,cuisine_1,Austrian
Jonas Reindl,"Coffee & Tea, Cafe",109,4.5,373,cuisine_1,Coffee & Tea
M Lounge,"International, European",412,4.5,374,cuisine_1,International
Dachboden,"Bar, International",312,4.0,375,cuisine_1,Bar
Müllerbeisl Restaurant,"German, Austrian",415,4.0,376,cuisine_1,German
Tancredi,"Austrian, Seafood",106,4.5,377,cuisine_1,Austrian
Das Loft,"Austrian, International",1398,4.0,378,cuisine_1,Austrian
Schönscharf,"Asian, Thai",58,5.0,379,cuisine_1,Asian
Mosquito Mexican Restaurant Cocktailbar,"Mexican, Steakhouse",174,4.5,380,cuisine_1,Mexican
Honig&Co,Specialty Food Market,30,5.0,381,cuisine_1,Specialty Food Market
Trattoria Da Angelo,"Italian, Mediterranean",211,4.5,382,cuisine_1,Italian
JUNN Bar & Kitchen,"Japanese, Sushi",233,4.5,383,cuisine_1,Japanese
Cafe de l'Europe,"Dessert, Austrian",783,4.0,384,cuisine_1,Dessert
Unkai Japanese Restaurant,"Japanese, Sushi",350,4.0,385,cuisine_1,Japanese
URBAN´s Lounge Restaurant,"Italian, International",273,4.0,386,cuisine_1,Italian
Mama & Der Bulle,"American, Steakhouse",182,4.0,387,cuisine_1,American
Schrammelbeisl,"Austrian, Central European",79,4.5,388,cuisine_1,Austrian
Gasthaus zur Oper,"Austrian, European",3217,4.0,389,cuisine_1,Austrian
575 Sagmeister,"Austrian, Healthy",43,4.5,390,cuisine_1,Austrian
Boheme,"Austrian, European",350,4.0,391,cuisine_1,Austrian
Zum Martin Sepp,"Austrian, Healthy",750,4.0,392,cuisine_1,Austrian
Gundis Café & Restaurant,"International, Diner",53,4.5,393,cuisine_1,International
grace,"Austrian, International",130,4.5,394,cuisine_1,Austrian
Eugen21,"Austrian, International",90,4.5,395,cuisine_1,Austrian
Good Morning Vietnam,"Asian, Vietnamese",144,4.5,396,cuisine_1,Asian
Schwabl Wirt,"Austrian, European",152,4.5,397,cuisine_1,Austrian
Turm Restaurant,"German, Austrian",220,4.0,398,cuisine_1,German
Wurstelstand am Hohen Markt,"German, Austrian",200,4.5,399,cuisine_1,German
Zur Bohmischen Kuchl,"European, Czech",138,4.5,400,cuisine_1,European
Ali`s Grill,"Mediterranean, Barbecue",330,4.0,401,cuisine_1,Mediterranean
Mr & Mrs Feelgood,"Cafe, International",101,4.5,402,cuisine_1,Cafe
Modern Korean,"Asian, Korean",111,4.5,403,cuisine_1,Asian
Yak und Yeti,"Asian, Tibetan",168,4.5,404,cuisine_1,Asian
WEIN & CO Stephansplatz,"Austrian, Bar",422,4.0,405,cuisine_1,Austrian
Edison,"Cafe, European",182,4.0,406,cuisine_1,Cafe
Apadana,"Grill, Middle Eastern",160,4.5,407,cuisine_1,Grill
Falkensteiner Stueberl,"German, Austrian",68,4.5,408,cuisine_1,German
Gösser Bierklinik,"Austrian, European",799,4.0,409,cuisine_1,Austrian
Bastei Beisl,"Austrian, European",245,4.0,410,cuisine_1,Austrian
Gergely's,"Steakhouse, Barbecue",117,4.5,411,cuisine_1,Steakhouse
Cafe Einstein,"German, Austrian",870,4.0,412,cuisine_1,German
NGÔ's kitchen,"Asian, Vietnamese",49,5.0,413,cuisine_1,Asian
Eulennest Vinothek & Weinbar,"European, Wine Bar",62,5.0,414,cuisine_1,European
Li's Cooking,"Chinese, Japanese",248,4.0,415,cuisine_1,Chinese
Kolonitz Beisl,"Austrian, European",86,4.5,416,cuisine_1,Austrian
Lubin,"Seafood, Mediterranean",356,4.0,417,cuisine_1,Seafood
ra'mien,"Chinese, Asian",390,4.0,418,cuisine_1,Chinese
Figlmuller,"German, Austrian",10676,4.0,419,cuisine_1,German
Gumpendorfer Stube,"Austrian, European",40,5.0,420,cuisine_1,Austrian
Pfarrwirt Wien,Austrian,304,4.0,421,cuisine_1,Austrian
Maut Wirtshaus,"Austrian, European",144,4.5,422,cuisine_1,Austrian
Creme de la Creme,"Dessert, European",77,4.5,423,cuisine_1,Dessert
Hexensitz,"Austrian, European",78,4.5,424,cuisine_1,Austrian
Koh-I-Noor Indian Restaurant,"Indian, Asian",202,4.0,425,cuisine_1,Indian
Sakai,"Japanese, Seafood",150,4.5,426,cuisine_1,Japanese
Vapiano,"Italian, Pizza",349,4.0,427,cuisine_1,Italian
Harvest Cafe,"Cafe, European",204,4.5,428,cuisine_1,Cafe
Umar Fisch,"Seafood, Mediterranean",532,4.0,429,cuisine_1,Seafood
Sattlerei,"Austrian, European",57,4.5,430,cuisine_1,Austrian
Zur Alten Kaisermuhle,"Austrian, Barbecue",596,4.0,431,cuisine_1,Austrian
Bahur-Tov Kosher Restaurant,"International, Mediterranean",144,4.5,432,cuisine_1,International
Gulasch & Soehne,"German, Austrian",203,4.5,433,cuisine_1,German
Le Bol,"French, Cafe",673,4.0,434,cuisine_1,French
Restaurant Schonbrunner Stockl & Dinnertheater,"Austrian, European",459,4.0,435,cuisine_1,Austrian
Gigerl - der Stadtheurige,"German, Austrian",331,4.0,436,cuisine_1,German
Fischerie,"Austrian, European",37,5.0,437,cuisine_1,Austrian
That's Amore,"Italian, Pizza",337,4.0,438,cuisine_1,Italian
Oswald & Kalb,"Austrian, European",366,4.0,439,cuisine_1,Austrian
Cafe Votiv,"German, Austrian",240,4.0,440,cuisine_1,German
Restaurant Herzig,European,41,5.0,441,cuisine_1,European
Little India,Indian,44,5.0,442,cuisine_1,Indian
Dimitra Restaurant,"Barbecue, European",61,4.5,443,cuisine_1,Barbecue
Vapiano,"Italian, Pizza",1065,4.0,444,cuisine_1,Italian
Cafe Amacord,"Austrian, European",224,4.0,445,cuisine_1,Austrian
Porterhouse,"Steakhouse, Austrian",439,4.0,446,cuisine_1,Steakhouse
Stomach,"Austrian, European",199,4.5,447,cuisine_1,Austrian
ZentRuhm,"Japanese, Peruvian",30,5.0,448,cuisine_1,Japanese
Artner Gasthaus Auf Der Wieden,European,376,4.0,449,cuisine_1,European
Osteria Pronto da Salvo,"Italian, Mediterranean",202,4.5,450,cuisine_1,Italian
Yume,"Japanese, Sushi",208,4.5,451,cuisine_1,Japanese
Cafe Diglas Fleischmarkt 16,"Coffee & Tea, Austrian",396,4.0,452,cuisine_1,Coffee & Tea
Winklers zum Posthorn,"Austrian, European",157,4.5,453,cuisine_1,Austrian
Perugini Eissalon,,62,5.0,454,cuisine_1,
57 Restaurant & Lounge,"Austrian, International",784,4.0,455,cuisine_1,Austrian
Augustinerkeller,"Austrian, European",1136,3.5,456,cuisine_1,Austrian
Kauzchen,"Austrian, Pub",184,4.0,457,cuisine_1,Austrian
Backerei Joseph Brot vom Pheinsten,"Cafe, European",107,4.5,458,cuisine_1,Cafe
Da Ferdinando,"Italian, Pizza",342,4.0,459,cuisine_1,Italian
Naschmarkt Deli,European,320,4.0,460,cuisine_1,European
Lobo y Luna,"European, Spanish",136,4.5,461,cuisine_1,European
Artner am Franziskanerplatz,"Steakhouse, Austrian",475,4.0,462,cuisine_1,Steakhouse
Gasthaus Möslinger,"Austrian, European",181,4.0,463,cuisine_1,Austrian
Kojiro,"Japanese, Sushi",188,4.5,464,cuisine_1,Japanese
Peter Pane Burgergrill Bar,"American, Bar",226,4.0,465,cuisine_1,American
ShanghaiTan,"Chinese, Japanese",236,4.0,466,cuisine_1,Chinese
Swing Kitchen,Fast Food,63,4.5,467,cuisine_1,Fast Food
O'Connor's Old Oak Pub,"Irish, Bar",158,4.5,468,cuisine_1,Irish
Pizzeria Bernado,"Italian, Pizza",68,4.5,469,cuisine_1,Italian
Herbeck - Neue Gastwirtschaft,"Austrian, European",95,4.5,470,cuisine_1,Austrian
Heunisch & Erben,"European, Deli",116,4.5,471,cuisine_1,European
Taqueria Los Mexikas,"Mexican, Latin",340,4.0,472,cuisine_1,Mexican
Stadtcafe,"Coffee & Tea, Austrian",459,4.0,473,cuisine_1,Coffee & Tea
Cafe Diglas,"Dessert, Austrian",1454,4.0,474,cuisine_1,Dessert
Paolo Bortolotti,,113,4.5,475,cuisine_1,
Zum Englischen Reiter,Austrian,409,4.0,476,cuisine_1,Austrian
Kanzleramt,"German, Austrian",287,4.0,477,cuisine_1,German
Ristorante Firenze Enoteca,"Italian, Mediterranean",457,4.0,478,cuisine_1,Italian
Café Am Hof,"Dessert, Austrian",135,4.5,479,cuisine_1,Dessert
Cantina Osteria Friulana,"Italian, Mediterranean",123,4.5,480,cuisine_1,Italian
Centimeter II am Spittelberg,"Austrian, Pub",773,3.5,481,cuisine_1,Austrian
HOLLEREI,"European, Healthy",269,4.0,482,cuisine_1,European
Demel,"Coffee & Tea, German",9583,4.0,483,cuisine_1,Coffee & Tea
L'Osteria Wien Bräunerstraße,"Italian, Pizza",1041,4.0,484,cuisine_1,Italian
Ballroom 1090 - Damn.good.dumplings,"Fast Food, International",46,5.0,485,cuisine_1,Fast Food
Hinterholz Bar-Restaurant,"German, Austrian",333,4.0,486,cuisine_1,German
Lugeck,"German, Austrian",2382,4.0,487,cuisine_1,German
Timeless restaurant & coffee bar,"Austrian, European",26,5.0,488,cuisine_1,Austrian
Restaurant 1070,"International, Mediterranean",284,4.0,489,cuisine_1,International
Cafe Savoy,"Austrian, Bar",260,4.0,490,cuisine_1,Austrian
Tsutenkaku Sushi-Haus,"Japanese, Seafood",40,5.0,491,cuisine_1,Japanese
Dolce Pensiero,"Coffee & Tea, Italian",65,4.5,492,cuisine_1,Coffee & Tea
SoFàre,"Italian, Mediterranean",68,4.5,493,cuisine_1,Italian
Wieden Brau,"European, Pub",521,4.0,494,cuisine_1,European
Am Nordpol 3,"Austrian, European",244,4.0,495,cuisine_1,Austrian
Gota Coffee Experts,"Coffee & Tea, Cafe",67,4.5,496,cuisine_1,Coffee & Tea
Joseph Brot,"Bakeries, American",153,4.0,497,cuisine_1,Bakeries
Piaristenkeller,"Austrian, Central European",299,4.0,498,cuisine_1,Austrian
Cafe Giacomo Aragall,"Coffee & Tea, Austrian",95,4.5,499,cuisine_1,Coffee & Tea
Kim Kocht,"Asian, Korean",170,4.5,500,cuisine_1,Asian
Vapiano,Italian,480,4.0,501,cuisine_1,Italian
Cafe Mozart,"Dessert, Austrian",3737,4.0,502,cuisine_1,Dessert
Disco Volante,"Italian, Pizza",256,4.0,503,cuisine_1,Italian
Dast Restaurant,Austrian,55,4.5,504,cuisine_1,Austrian
Figar,"Cafe, European",227,4.0,505,cuisine_1,Cafe
Zur Stadt Krems,"Austrian, European",93,4.5,506,cuisine_1,Austrian
Klein Steiermark,"Austrian, European",400,4.0,507,cuisine_1,Austrian
Nirvana - The Indian Restaurant,"Indian, Asian",287,4.0,508,cuisine_1,Indian
Restaurant Sebastiano,"Italian, Mediterranean",134,4.5,509,cuisine_1,Italian
Cafe 3/4 Takt,"German, Austrian",318,4.0,510,cuisine_1,German
Restaurant Kaiser´s,Austrian,159,4.0,511,cuisine_1,Austrian
Tata Restaurant,"Asian, Fusion",203,4.0,512,cuisine_1,Asian
Zum Alten Beisl,"Austrian, European",105,4.5,513,cuisine_1,Austrian
Kanguruh Pub,"Bars & Pubs, Bar",71,4.5,514,cuisine_1,Bars & Pubs
tulsi Hidden Indian Kitchen,"Indian, Asian",157,4.0,515,cuisine_1,Indian
Restaurant In-Dish,"Indian, Fusion",253,4.0,516,cuisine_1,Indian
Ginger & Spice,"Chinese, Japanese",59,4.5,517,cuisine_1,Chinese
Bruder,"Austrian, European",36,5.0,518,cuisine_1,Austrian
Le Cru,Wine Bar,96,4.5,519,cuisine_1,Wine Bar
Ströck - Obkirchergasse,"Coffee & Tea, Austrian",173,4.0,520,cuisine_1,Coffee & Tea
Mocarello Caffe,"Cafe, European",82,4.5,521,cuisine_1,Cafe
Restaurant Bukowina,"European, Eastern European",64,4.5,522,cuisine_1,European
Gelbmanns Gaststube,"Austrian, European",111,4.5,523,cuisine_1,Austrian
Daniel Bakery Vienna,"American, International",210,4.0,524,cuisine_1,American
Cafe Frauenhuber,"Austrian, Cafe",806,3.5,525,cuisine_1,Austrian
Kunst-Cafe im Hundertwasserhaus,"Coffee & Tea, Austrian",127,4.5,526,cuisine_1,Coffee & Tea
Freiraum,"International, Contemporary",808,3.5,527,cuisine_1,International
Prilisauer,"Austrian, European",147,4.0,528,cuisine_1,Austrian
Cafe Restaurant Halle,"Bar, Cafe",258,4.0,529,cuisine_1,Bar
Wirtshaus Steirerstockl,"Austrian, European",222,4.5,530,cuisine_1,Austrian
Konditorei Oberlaa,"Coffee & Tea, Austrian",183,4.0,531,cuisine_1,Coffee & Tea
Gastwirtschaft Herlitschka,"Austrian, European",194,4.0,532,cuisine_1,Austrian
Pane è Cafe,"Cafe, Healthy",45,4.5,533,cuisine_1,Cafe
Cafe Oper Wien,"Austrian, Cafe",377,4.0,534,cuisine_1,Austrian
Kern Beisl,"Austrian, European",142,4.0,535,cuisine_1,Austrian
Plachutta,"Austrian, European",451,4.0,536,cuisine_1,Austrian
The Epos,"Mediterranean, European",79,4.5,537,cuisine_1,Mediterranean
Café Francais,"French, Cafe",422,4.0,538,cuisine_1,French
Wirtshaus Rossau,"German, Austrian",25,5.0,539,cuisine_1,German
Servitenwirt,"Austrian, European",246,4.0,540,cuisine_1,Austrian
Wurstelstand Leo,"German, Austrian",82,4.5,541,cuisine_1,German
INdER BURG,"Indian, Middle Eastern",81,4.5,542,cuisine_1,Indian
Restaurant Beim Hofmeister,"German, Austrian",287,4.0,543,cuisine_1,German
Conditorei Sluka Kärntner Strasse,"Coffee & Tea, Austrian",354,4.0,544,cuisine_1,Coffee & Tea
Bieriger,"German, Austrian",172,4.0,545,cuisine_1,German
Nordsee,"Quick Bites, Seafood",724,3.5,546,cuisine_1,Quick Bites
Kumar's Kitchen - Palais Restaurant,"Indian, Asian",35,5.0,547,cuisine_1,Indian
Restaurant Boehmerwald,"German, Austrian",311,4.0,548,cuisine_1,German
Biergasthof Otto,"German, Austrian",168,4.0,549,cuisine_1,German
Ikat Restaurant,"Bar, Grill",27,5.0,550,cuisine_1,Bar
Restaurant Ilija,"Seafood, Mediterranean",84,4.5,551,cuisine_1,Seafood
Cafe Sacher Wien,"Coffee & Tea, Austrian",19786,4.0,552,cuisine_1,Coffee & Tea
Espressobar - Akrap Finest Coffee,"Coffee & Tea, Austrian",80,4.5,553,cuisine_1,Coffee & Tea
Zum Holunderstrauch,"Austrian, European",76,4.5,554,cuisine_1,Austrian
Grunauer,"Austrian, European",105,4.5,555,cuisine_1,Austrian
Goji Asian Kitchen,"Chinese, Japanese",63,4.5,556,cuisine_1,Chinese
Lindbergh,"Austrian, International",51,4.5,557,cuisine_1,Austrian
Cafe Restaurant Lemon,"Austrian, European",39,5.0,558,cuisine_1,Austrian
THELL | Restaurant & Bar formerly known as MOTTO,"Austrian, International",484,4.0,559,cuisine_1,Austrian
Zum Schwaigerwirt,"Austrian, European",80,4.5,560,cuisine_1,Austrian
Leopold Essen & Trinken,"Austrian, European",295,4.0,561,cuisine_1,Austrian
simply raw bakery,"Coffee & Tea, Cafe",201,4.5,562,cuisine_1,Coffee & Tea
Bierteufl,"Bars & Pubs, German",149,4.0,563,cuisine_1,Bars & Pubs
Budapest Bagel Vienna,,33,5.0,564,cuisine_1,
Felmayer's Gastwirtschaft,"Austrian, Bar",170,4.0,565,cuisine_1,Austrian
Heidinger,"Austrian, European",116,4.5,566,cuisine_1,Austrian
Charlyfresh,"Mexican, American",172,4.5,567,cuisine_1,Mexican
Rino Restaurant,Croatian,66,4.5,568,cuisine_1,Croatian
Pizza Bizzi,"Italian, Pizza",533,3.5,569,cuisine_1,Italian
FRANK'S American Bar & Restaurant,"American, Steakhouse",548,3.5,570,cuisine_1,American
Mach Ma Curry,Indian,69,4.5,571,cuisine_1,Indian
Atmosphere Rooftop Bar,Bar,170,4.0,572,cuisine_1,Bar
Aurelius,"Seafood, Mediterranean",141,4.5,573,cuisine_1,Seafood
Vulcanothek,"European, Wine Bar",107,4.5,574,cuisine_1,European
Promise Restaurant,"Austrian, European",32,5.0,575,cuisine_1,Austrian
Laolao,"Chinese, Asian",57,4.5,576,cuisine_1,Chinese
L. Heiner,"Coffee & Tea, Cafe",114,4.5,577,cuisine_1,Coffee & Tea
beef & glory,"Steakhouse, Barbecue",273,4.0,578,cuisine_1,Steakhouse
Coffee & Friends,"Coffee & Tea, Cafe",51,4.5,579,cuisine_1,Coffee & Tea
Sinohouse,"Asian, Thai",101,4.5,580,cuisine_1,Asian
Nana7,"Japanese, Seafood",27,5.0,581,cuisine_1,Japanese
Restaurant Die Kueche,"Austrian, International",154,4.5,582,cuisine_1,Austrian
Cafe Diglas im Schottenstift,"Austrian, Cafe",270,4.0,583,cuisine_1,Austrian
Brandauer Gerngross,"Austrian, European",281,4.0,584,cuisine_1,Austrian
Feuerdorf Donaukanal,"Austrian, European",85,4.5,585,cuisine_1,Austrian
L421,"Chinese, Asian",82,4.5,586,cuisine_1,Chinese
Indus,"Indian, Asian",162,4.0,587,cuisine_1,Indian
Gasthaus Orlik,"Austrian, European",34,5.0,588,cuisine_1,Austrian
Restaurant Eckel,"Austrian, European",115,4.5,589,cuisine_1,Austrian
TUYA,"French, Seafood",171,4.0,590,cuisine_1,French
Xu's Cooking,"Chinese, Asian",142,4.5,591,cuisine_1,Chinese
Esterházykeller,"German, Austrian",767,3.5,592,cuisine_1,German
Champions Sports Bar & Restaurant,"Bars & Pubs, American",173,4.0,593,cuisine_1,Bars & Pubs
Papas,"Mediterranean, European",218,4.0,594,cuisine_1,Mediterranean
Pizza Riva,"Italian, Pizza",356,4.0,595,cuisine_1,Italian
Hitomi,"Chinese, Japanese",112,4.5,596,cuisine_1,Chinese
Inigo,"German, Austrian",135,4.5,597,cuisine_1,German
MOZAIK Cafe & Restaurant,"Austrian, Bar",107,4.5,598,cuisine_1,Austrian
Bolena Weinbar & Restaurant,"Italian, European",73,4.5,599,cuisine_1,Italian
Ristorante San Carlo,"Italian, Romana",338,4.0,600,cuisine_1,Italian
Wilheim Cafe & Bar,"Coffee & Tea, Cafe",32,5.0,601,cuisine_1,Coffee & Tea
Tewa am Naschmarkt,"International, Mediterranean",189,4.0,602,cuisine_1,International
Fischer Brau,"German, Austrian",316,4.0,603,cuisine_1,German
The Long Hall,"Bars & Pubs, Irish",59,4.5,604,cuisine_1,Bars & Pubs
Blunzenstricker,"Austrian, Diner",108,4.5,605,cuisine_1,Austrian
Brasserie Palmenhaus,"Austrian, European",1785,4.0,606,cuisine_1,Austrian
Ruby Marie Bar,Bar,81,4.5,607,cuisine_1,Bar
Damak Restaurant Etli Ekmek - Grill Cafe,"Turkish, Grill",74,4.5,608,cuisine_1,Turkish
Glasweise,"Seafood, Mediterranean",117,4.5,609,cuisine_1,Seafood
LE'O Restaurant & Bar,"International, European",81,4.5,610,cuisine_1,International
Gasthaus am Spittelberg,"German, Austrian",172,4.0,611,cuisine_1,German
The Guest House,"Austrian, European",46,4.5,612,cuisine_1,Austrian
Kleinod,Bars & Pubs,108,4.5,613,cuisine_1,Bars & Pubs
Gaststätte Pistauer,"Austrian, European",91,4.5,614,cuisine_1,Austrian
IKO Kitchen & Bar,"Japanese, Sushi",117,4.5,615,cuisine_1,Japanese
Tachles - Das Kulturcafe,"Polish, Bar",83,4.5,616,cuisine_1,Polish
1870 - Restaurant | Terrace | Lounge,"Austrian, International",39,4.5,617,cuisine_1,Austrian
Joseph II. - Das Schloss-Restaurant Schönbrunn,"Austrian, Bar",48,4.5,618,cuisine_1,Austrian
Strandbar Herrmann,"Austrian, Bar",182,4.0,619,cuisine_1,Austrian
Heuriger Zur Alten Weinpresse,"Austrian, European",130,4.0,620,cuisine_1,Austrian
Restaurant „Der Grieche“,"Mediterranean, Greek",26,5.0,621,cuisine_1,Mediterranean
Giorgina,"Austrian, European",115,4.5,622,cuisine_1,Austrian
Le Pic Restaurant `cafe `bar,"French, European",100,4.0,623,cuisine_1,French
Hebenstreit,"Austrian, Mediterranean",52,4.5,624,cuisine_1,Austrian
Restaurant Tuttendoerfl,"Austrian, European",158,4.0,625,cuisine_1,Austrian
Die Burgermacher,"American, Fast Food",265,4.0,626,cuisine_1,American
Duspara,"Austrian, European",81,4.5,627,cuisine_1,Austrian
Pho 33,"Asian, Vietnamese",103,4.5,628,cuisine_1,Asian
Berliner Döner Wien,"Austrian, Fast Food",177,4.5,629,cuisine_1,Austrian
Bep Viet,"Asian, Vietnamese",94,4.5,630,cuisine_1,Asian
Golser Bier & Wein Bar - Bei Der Oper,Bars & Pubs,40,5.0,631,cuisine_1,Bars & Pubs
Zweitbester,"Bar, International",168,4.0,632,cuisine_1,Bar
Restaurant Duchardt,"Austrian, European",23,5.0,633,cuisine_1,Austrian
I Terroni,"Pizza, Seafood",214,4.0,634,cuisine_1,Pizza
Thanos Taverna,"Mediterranean, European",33,5.0,635,cuisine_1,Mediterranean
Sluka Rathausplatz,"Coffee & Tea, Austrian",206,4.0,636,cuisine_1,Coffee & Tea
Centimeter VII bei den Stadtbahnbögen,"Bars & Pubs, German",261,4.0,637,cuisine_1,Bars & Pubs
Ramen Makotoya Rathaus,"Japanese, Asian",29,5.0,638,cuisine_1,Japanese
Gastwirtschaft Wolfsberger,"Austrian, European",52,4.5,639,cuisine_1,Austrian
Koinonia,"Sushi, Asian",46,4.5,640,cuisine_1,Sushi
Living Kitchen By Zoku Vienna,"International, Mediterranean",27,5.0,641,cuisine_1,International
Kaoo,"Japanese, Asian",54,4.5,642,cuisine_1,Japanese
Pizzeria Verdi,"Italian, Pizza",106,4.5,643,cuisine_1,Italian
Kussmaul,"Austrian, International",504,4.0,644,cuisine_1,Austrian
BURGERISTA,"Quick Bites, American",133,4.5,645,cuisine_1,Quick Bites
Cafe im Kunsthistorischen Museum Wien,"Austrian, Contemporary",474,3.5,646,cuisine_1,Austrian
Soya,"Japanese, International",162,4.0,647,cuisine_1,Japanese
Léontine,"French, European",74,4.5,648,cuisine_1,French
I Carusi,"Italian, Pizza",183,4.0,649,cuisine_1,Italian
Cafe Menta,"Cafe, European",158,4.0,650,cuisine_1,Cafe
Fuhrgassl-Huber,"Austrian, Wine Bar",245,4.0,651,cuisine_1,Austrian
Craftmühle by zip's,"Bar, European",104,4.5,652,cuisine_1,Bar
Ignacio vinos e ibéricos,"Mediterranean, European",68,4.5,653,cuisine_1,Mediterranean
Zur Mitzitant,"Austrian, European",45,4.5,654,cuisine_1,Austrian
Charlie P's,"Irish, Bar",281,4.0,655,cuisine_1,Irish
La Delizia,"Italian, Pizza",176,4.0,656,cuisine_1,Italian
Cavaliere,"Italian, Pizza",286,4.0,657,cuisine_1,Italian
Türkis Mariahilf - Oriental Food,"Mediterranean, European",233,4.0,658,cuisine_1,Mediterranean
Matcha Komachi,"Japanese, Sushi",83,4.5,659,cuisine_1,Japanese
Thai Isaan Kitchen,"Asian, Thai",169,4.0,660,cuisine_1,Asian
